Project Name,Number of Packages,Number of APIs,Time Taken (seconds)
2909661_phase1,3,4,6.44
2913338_phase1,1,3,4.28
2915436_phase1,2,3,7.49
2915875_phase1,4,6,10.01
294151_phase1,4,5,11.26
2942127_phase1,2,10,6.44
2942374_phase1,4,7,10.44
2949632_phase1,1,4,4.18
2951556_phase1,2,5,6.87
2957026_phase1,2,3,5.56
296207_phase1,3,3,6.39
2962884_phase1,2,2,4.96
2968620_phase1,2,6,9.85
2971450_phase1,2,5,5.76
2972ba872df05cb5f0c3_phase1,7,15,14.0
2973355_phase1,11,11,3.79
2974887f3fab071c11a0_phase1,13,16,26.62
2975718_phase1,2,3,11.14
2977d9f26866b05583b0c40d88a315bf_phase1,2,5,7.32
2986210_phase1,2,5,6.32
2988354_phase1,2,4,4.65
2993700_phase1,5,10,10.28
2996448_phase1,2,2,6.4
2998372_phase1,3,5,10.17
299905_phase1,1,3,4.87
29c51b6997c3e3bff568_phase1,3,7,8.27
2a1df455e7643926739e934e910cbf2e_phase1,2,5,5.51
2a5d283b0d279ea96c26_phase1,4,5,10.27
2aa18ba3b821b2f580a2_phase1,2,5,7.16
2aa430e00dde0cf905a9_phase1,11,29,24.11
2b19fd6f758ffd2e8ab9ec7d1f3f4b2c_phase1,5,26,10.12
2b2abbb88b5d2b4f4e5adde42975fd0f_phase1,6,8,11.88
2b3003f44b3ddf5931c9a5e61d8ba417_phase1,3,8,9.16
2b83b1c47a18448d3cbf_phase1,2,5,6.98
2b8e2e05cf05a630b132_phase1,3,20,10.19
2bcca0a7654168ef454f_phase1,5,6,12.76
2c0d9e1a0012065bb56c_phase1,3,5,6.92
2c6abf964810ed74802c_phase1,2,5,6.92
2c7b95beed642248487a_phase1,2,3,6.29
2cb9c79df7a58db9e5ec_phase1,2,2,5.4
2cf4998949f49b58ff284239784e1561_phase1,8,18,19.85
2d4a4a8be57a9b8e94c7a4903d8d8bf8_phase1,2,2,4.74
2d6bbffce9dda5f3057b4879c3bd4422_phase1,2,19,11.0
2da57d5b039aab4da7ce_phase1,5,14,13.76
2db1522dbfc5fe58b52c_phase1,6,7,10.08
2de2e9a156fe619dbdad762fe1cf84e1_phase1,2,9,6.19
2de48835250e5fceaa1b626099abfa53_phase1,5,6,4.08
2e0cbef7d50e8e7ef2d2_phase1,6,11,13.3
2e11b48f431c53b101db6cb817b2fc7f_phase1,2,2,11.67
2e3b989e0343f0884388ed7ed82eb3b0_phase1,2,5,6.99
2e466ff4e6b3425aba3c_phase1,4,6,8.31
2e90566e9497725065388859762a7185_phase1,2,3,5.78
2ec85f1f8fe0d4f44b6f_phase1,3,5,15.25
2eec49ca1e4f58c5310d72918d991ef6_phase1,3,5,6.51
2f0a1118edb70de95f6859cfa979fad5_phase1,5,11,11.11
2f1b9a255993bf9b2629_phase1,5,9,13.62
2f8370ee83ab074f5b5e_phase1,3,8,7.39
2f8f55987ccc224e2342_phase1,3,5,9.4
2f904cb32be20d808481e04f5dd7fe0c_phase1,2,4,5.61
2ff89e40721d1f1a007449f02aee3990_phase1,5,14,13.77
3001099_phase1,2,5,6.69
3004168_phase1,4,10,10.44
3009143_phase1,5,8,12.2
3012089_phase1,2,5,6.3
3012306_phase1,2,3,4.04
3012318_phase1,3,4,10.58
3013470_phase1,2,3,6.28
3015625_phase1,7,10,11.92
3015852_phase1,2,5,11.11
3018527_phase1,3,3,6.55
3019988_phase1,3,4,6.62
3023497_phase1,6,5,12.27
3037448_phase1,6,20,10.8
3039696_phase1,4,6,9.86
3040846_phase1,4,9,8.89
3042651_phase1,2,5,59.88
3047772_phase1,2,3,6.76
304963_phase1,2,9,5.9
304a77371c9e207a5fa42a6b874017d5_phase1,3,4,7.92
305322_phase1,2,9,5.21
3057138_phase1,4,5,8.81
3077639_phase1,3,3,5.92
3078465_phase1,2,4,6.58
3078764_phase1,3,5,7.77
3079065_phase1,3,3,6.85
3081369_phase1,1,20,4.22
3083085_phase1,8,9,16.2
3089556_phase1,7,16,15.36
3094847_phase1,3,6,7.5
3097851_phase1,1,9,4.3
309bed093f6a7084c855_phase1,2,5,6.28
30a5138e41cba69dc81c_phase1,5,8,11.51
30d2e626772e84edd688ba717a766c89_phase1,2,4,5.33
31122eb9e4c0af8adeca_phase1,8,8,17.94
3113810_phase1,2,5,5.91
3116927_phase1,2,3,6.73
3128835_phase1,7,8,10.86
3129692_phase1,6,10,13.95
3130141_phase1,15,17,35.44
313753_phase1,9,6,8.59
313761_phase1,6,7,13.55
3141128_phase1,2,3,7.01
3141140_phase1,5,15,11.09
3144636_phase1,2,3,6.68
3148833_phase1,3,4,4.98
3151375_phase1,4,7,6.96
3153844_phase1,5,8,9.33
3158388_phase1,2,6,6.04
3163938_phase1,4,11,8.54
3166d6123bd26c066c462328bebcf0c0_phase1,8,14,13.9
3167162_phase1,1,0,5.9
3167821_phase1,1,4,5.79
3168336_phase1,2,9,5.85
317164_phase1,5,16,9.91
3178905_phase1,3,3,13.39
3181989_phase1,4,6,10.79
3197a2bae38f77799ea8_phase1,2,5,5.67
31ccafbfceac2ed88974_phase1,2,7,6.13
31eee50b9aaebf387b380f70054575c5_phase1,6,16,12.43
3205bf5aab78623c5ee5_phase1,4,16,12.55
320a949b092bf30913ef_phase1,2,4,4.72
3210264_phase1,10,1,20.0
3211f1660291f871739379082f204c83_phase1,3,10,6.77
3219308_phase1,6,14,11.27
3227267_phase1,2,5,3.28
3231186_phase1,2,4,5.85
324968_phase1,2,3,4.65
32561f20db62886bcf6af5ce98087ab9_phase1,2,5,6.35
326462_phase1,3,5,6.83
3264921_phase1,3,7,7.17
3271073_phase1,5,10,4.11
3287286_phase1,4,9,9.68
329142c1740500bd3797_phase1,3,9,6.48
3295631_phase1,2,9,8.83
3298867_phase1,6,5,12.33
3305365_phase1,4,4,13.6
3308963_phase1,3,6,8.01
3309494_phase1,3,3,7.07
3310561_phase1,5,8,8.08
33150bde6bd296310e41ea5d018fce51_phase1,7,13,10.92
3334a3cc57b31ae3a5c4_phase1,2,3,3.44
3340802_phase1,6,12,12.81
3341591_phase1,3,12,6.68
3356622_phase1,3,5,7.14
3359203_phase1,16,12,4.26
3390999_phase1,1,2,3.86
33cc5534cb555a0b710b_phase1,9,136,22.39
33e2172bafbb5dd794ab_phase1,6,17,14.49
3409403_phase1,3,5,7.38
3411495_phase1,6,12,14.75
3425960_phase1,5,17,7.59
3427750_phase1,2,9,8.36
342989_phase1,2,11,5.62
3446681_phase1,5,9,13.93
3451509_phase1,4,5,8.56
3453185b41d8d985356cbe5e57d67342_phase1,2,9,7.69
3454877_phase1,4,9,11.14
3473799_phase1,3,5,6.88
347596_phase1,2,2,3.89
3485205_phase1,5,3,11.06
3488502_phase1,2,10,5.33
3493579_phase1,4,9,10.53
3494203_phase1,4,53,11.78
349423_phase1,6,11,14.41
3494560_phase1,3,10,9.23
350281_phase1,2,4,4.66
35164461db4da79f7d56_phase1,3,21,7.38
353499f2e6e407883b32_phase1,2,3,5.12
3542836_phase1,3,6,7.84
354b90d59faf8b0d758f74eae3a511e2_phase1,4,20,11.78
35536ca8f1769dc6c74f_phase1,7,5,13.06
356294_phase1,1,26,9.44
3563671_phase1,4,7,9.07
3582544_phase1,3,6,9.29
3599025_phase1,2,3,4.01
35fb758c18036d7f8640_phase1,7,10,12.22
3624478_phase1,6,15,13.38
3649773_phase1,9,11,14.21
3668591_phase1,2,5,9.32
3669688_phase1,2,4,5.49
3676137_phase1,9,11,21.03
367ff95d4d3d3770fa7b_phase1,2,9,6.28
3682135_phase1,2,5,6.63
3685134_phase1,3,4,7.71
3688944_phase1,3,7,7.23
3691418_phase1,4,23,4.88
3692387_phase1,6,11,12.96
3693550_phase1,3,7,10.54
3695458_phase1,3,4,5.86
3696512_phase1,4,7,7.51
3699110_phase1,9,10,14.92
3699696_phase1,3,14,9.37
36c1db6ba57fc1fe72ae_phase1,3,9,7.9
36c31a9b653779b2b7d1_phase1,2,4,6.0
36e652488563ab23ea04_phase1,2,5,6.52
3706203_phase1,6,9,12.3
3714115_phase1,4,8,12.36
371698_phase1,3,4,6.95
3719535_phase1,7,9,14.25
3719849_phase1,4,6,7.72
3721106_phase1,4,6,10.33
3725741_phase1,4,7,10.97
3728656_phase1,3,4,9.63
3735779_phase1,9,33,11.4
373f0857211e860c7591_phase1,3,6,4.13
37463b35ef8606629d2e_phase1,3,5,6.72
3750225_phase1,6,7,12.86
3750774_phase1,3,8,8.39
3750993_phase1,11,9,17.9
375397bc942d134a3c82d0dd514f3fea_phase1,2,14,5.66
3760008_phase1,6,6,12.1
3760670_phase1,2,3,5.74
3772157_phase1,3,12,9.28
3778347_phase1,6,8,11.53
3778686_phase1,5,4,6.25
3783153_phase1,3,4,4.62
3791168_phase1,3,5,7.5
37931_phase1,4,7,9.63
3799831_phase1,4,14,10.52
379cc31c29cfb5bdc9a0_phase1,4,8,9.72
37d73786afab7da6037f_phase1,1,4,3.97
3800756_phase1,3,6,6.24
3802732_phase1,5,6,13.15
3803003_phase1,6,7,10.17
3803893_phase1,2,7,6.11
3805436_phase1,8,11,13.46
3806329_phase1,7,2,12.36
380c24afec20963617c82c43590b78f2_phase1,3,5,11.47
3816122_phase1,8,15,12.02
3822f77eb07e8e8efb2e_phase1,4,8,8.8
3823483_phase1,6,11,10.6
3829194_phase1,3,1,8.86
3829302_phase1,3,10,6.82
3832818_phase1,3,5,7.04
3833430_phase1,1,13,5.01
3834957_phase1,3,8,8.63
3834979_phase1,2,5,7.23
3838828_phase1,6,7,8.61
3839812_phase1,3,6,7.3
3844261_phase1,4,10,9.44
3860197_phase1,14,11,10.03
386098fb7348606b295a_phase1,2,7,5.69
3878ce0f3e232e3daf5c_phase1,4,9,12.14
3886519_phase1,7,10,16.32
3891365_phase1,6,10,13.4
3893296_phase1,2,6,6.68
3893624_phase1,13,9,19.63
3898894_phase1,5,9,11.1
38f7f1f3b07c77a9c537_phase1,5,9,9.56
3912465_phase1,3,6,7.38
3917103_phase1,3,6,4.65
3918044_phase1,2,6,6.04
3918279_phase1,2,7,6.41
3918300_phase1,4,6,16.62
391fb178d7c06e8dc7e4051d9b5395af_phase1,8,15,19.55
3931936_phase1,8,14,22.5
3938253_phase1,9,9,18.43
3940455_phase1,4,6,6.78
3943d55ca7eedf716ed6_phase1,3,6,7.25
3946121_phase1,4,7,9.87
3947385_phase1,4,5,9.71
3947bdc0f7b0dbcd51fa1ee53974fe66_phase1,9,15,14.67
3963225_phase1,4,7,7.59
39656378b59fe2eeb0f4_phase1,4,12,7.81
396e85fe4facca626782_phase1,8,21,20.79
3971007_phase1,6,14,14.19
3972601_phase1,3,9,7.54
3978039_phase1,8,12,14.01
3978536_phase1,4,7,11.48
3978565_phase1,5,6,13.85
398429347c96e98aba88_phase1,3,4,7.93
3984959_phase1,4,9,8.82
3989161_phase1,2,3,6.91
3990769_phase1,6,7,12.52
3993992_phase1,4,5,11.27
39c2f27b581720482bc0_phase1,2,4,4.63
39c53f824daef7d363db_phase1,6,6,12.4
3a094e0218bc91f0e2d4_phase1,4,6,8.82
3a2a081e4f3089920fd8aecefecbe280_phase1,3,19,11.22
3a6e4d618afc344aab81_phase1,4,5,11.39
3a96a407e16dae155744_phase1,4,7,8.65
3aa1d94bb83e5124eae6_phase1,5,7,11.06
3af51fd2d11ddcad7f16_phase1,5,7,6.23
3b1159baecb809b5fcb3a6154bc3cb0b_phase1,3,11,9.36
3b258f5287fcc181aacf_phase1,7,10,13.96
3b71a120ae7789956ef8_phase1,13,21,22.95
3b9d893f1e0788f8fad0e6b49cde70f1_phase1,2,16,6.53
3c2e5bf1e77986dfd51f_phase1,3,14,9.71
3c76bc174844948c5f98_phase1,4,4,9.06
3cefcc92891c4f1571f8_phase1,4,7,10.38
3d2454905d8f01886d651f207e2419f0_phase1,6,9,15.24
3d5aa90144a4696be61b3991aa339cc5_phase1,3,18,7.69
3d7e2b077ba5af48ab1ba96678733e6f_phase1,3,3,6.54
3d99498d4236248f9bfbc8ed2fd424fa_phase1,2,7,7.04
3d9ba175038a3f2e7de3794fa303f1ee_phase1,2,139,4.9
3de0abd7d18e6edc87dd_phase1,3,3,6.54
3e1cfdb76005c901b7d3f8b1e6ba1557_phase1,3,6,7.97
3e5107b11d19ac62a2ed_phase1,2,3,4.97
3e8b195ff63929db69ccc4e5287d8ae5_phase1,9,13,16.12
3f3b547ff68effb03e20c470af22c696_phase1,3,4,7.08
3f9c80ff42879cad41bf_phase1,6,10,9.82
3fb234c37b5c2c934b79_phase1,2,5,7.4
3fb443494f111eeb96e39cce1873070d_phase1,7,14,13.95
3fdd80a08808bd275142d46863e92d68_phase1,2,12,6.62
3fe84c05013fa87d74a8_phase1,7,13,14.25
3ff4278c609ce223ebb4fc300c5edd0f_phase1,2,4,5.93
4004895_phase1,6,9,4.21
4008567_phase1,3,4,14.21
4016539_phase1,4,10,8.39
4017989_phase1,2,5,6.81
4020619_phase1,4,5,6.1
4022537_phase1,14,10,13.13
4023068_phase1,4,6,8.24
403306854d457c284d02_phase1,7,6,12.64
4034426_phase1,4,8,8.53
4034427_phase1,10,14,18.1
4034439_phase1,6,9,12.07
4034526_phase1,4,8,10.73
4036200_phase1,8,9,11.49
4043086_phase1,3,5,7.32
4043334_phase1,9,14,15.8
4047394_phase1,4,5,7.79
4050951_phase1,2,5,5.36
4051357_phase1,20,20,34.17
4058325_phase1,2,4,8.29
4059061_phase1,3,3,6.06
4070026_phase1,4,4,7.24
4073599_phase1,4,5,7.7
4074260_phase1,3,10,8.74
4076735_phase1,6,7,13.82
4078034_phase1,2,3,6.3
4078780_phase1,3,18,6.49
407d78fbe0f234ea34c6_phase1,4,10,12.1
4083574_phase1,2,8,6.44
4088322_phase1,2,2,5.66
4089133_phase1,4,9,8.6
4091897_phase1,5,9,10.3
4093759_phase1,16,22,25.07
4093998b625d76ef4afe_phase1,11,21,18.04
4104455_phase1,3,4,6.63
4108a54877406dc231d95514e538bde9_phase1,8,15,18.86
4110897_phase1,3,4,7.21
411123_phase1,1,4,3.76
4115763_phase1,3,15,5.62
4116156_phase1,7,13,17.55
4118456_phase1,2,5,5.94
4119191_phase1,2,67,7.58
4121343_phase1,3,8,8.68
4125009_phase1,2,5,5.47
4128591_phase1,3,6,8.61
4130c73434db79119f27_phase1,4,5,10.61
4131398_phase1,2,3,8.81
4132799_phase1,4,5,8.41
4133c66ccf65c0ba1f5f5a5bc4fb7298_phase1,3,14,8.54
4134185_phase1,3,6,7.86
4142563_phase1,4,10,9.54
4145581_phase1,2,3,5.54
4149031_phase1,2,5,6.94
4156421_phase1,2,9,10.71
4156864_phase1,9,19,18.24
4166551_phase1,4,6,7.15
4171521_phase1,3,6,6.86
4173534_phase1,10,11,16.84
4173945_phase1,7,9,14.08
4174069_phase1,4,20,10.68
4176564_phase1,3,4,6.81
4176623_phase1,3,4,6.05
4178945_phase1,2,3,5.65
4180945_phase1,6,10,10.74
4189391_phase1,3,18,13.1
4190318_phase1,1,8,4.53
4199895_phase1,4,6,8.27
41d15424e7989b936c1609b53edd1390_phase1,10,14,16.39
41f782ce86346d46800d_phase1,3,6,5.6
4201551d7f8608f0b82b_phase1,4,10,11.62
4217925_phase1,4,6,8.88
4219140_phase1,2,5,5.78
4221932_phase1,3,5,10.5
4222418_phase1,1,5,4.3
4225456_phase1,4,9,10.31
422bb33419df91b253d8728fe794f8b4_phase1,4,14,4.83
4230222_phase1,5,11,12.33
4230847_phase1,8,8,19.83
4232775_phase1,6,9,13.88
4243336_phase1,4,5,9.6
4243633_phase1,8,8,15.45
4245408_phase1,4,6,10.28
42472327b4be382b02eb_phase1,5,8,10.52
425ca642955f73452ebc097b3b46c493_phase1,2,5,6.38
4260425_phase1,2,4,5.77
4260442_phase1,2,4,5.32
4266068bb3a5e36c2bff_phase1,3,5,7.28
426829_phase1,5,7,27.62
426eb575fc70e5ee87ef_phase1,2,3,6.66
4276757_phase1,3,4,3.3
4282679_phase1,6,10,14.13
4289538_phase1,4,4,9.56
428e5b737306937628f2944fbfdc4ffc_phase1,4,9,9.65
4319265_phase1,2,5,6.94
4340606_phase1,4,4,9.8
4345418_phase1,2,4,5.41
4345582_phase1,4,3,9.26
4349257_phase1,5,9,13.06
4349575_phase1,4,12,10.42
434e185ce543ca1c8a99_phase1,4,6,8.96
4350345_phase1,4,5,11.27
4358668_phase1,2,10,5.56
4361991_phase1,5,10,10.64
4365237_phase1,5,5,13.96
4365631_phase1,2,5,6.18
4365814_phase1,7,9,18.85
436e19a22f570f1cce2f_phase1,5,12,4.11
43e20eda5eb5834b61bc06a4c1855b29_phase1,9,14,15.72
4407510_phase1,2,5,5.99
4413028_phase1,6,8,13.91
4413863_phase1,4,20,8.25
4420532_phase1,2,5,6.67
4423605_phase1,2,4,5.41
4426342d455de2421d89_phase1,5,5,10.92
4427984_phase1,2,5,6.53
4431155_phase1,3,6,7.27
443622de54589e31c1d98c6ea8eff84b_phase1,3,14,8.39
4451253_phase1,9,16,17.69
445785_phase1,4,7,8.92
4461572_phase1,4,13,10.63
4461862_phase1,2,5,5.52
4463278_phase1,3,8,4.02
4463756_phase1,3,4,6.98
446bcbe699d4fb54972f_phase1,4,7,7.76
4470212_phase1,5,9,10.9
4471462_phase1,5,6,9.97
4474608_phase1,7,23,4.17
44822f94af25f11a2fda5beba2593229_phase1,2,5,5.24
4490410_phase1,2,3,6.96
4494118_phase1,2,2,4.91
4495f2c97ae6605c32c8b8c61bd34a74_phase1,3,12,9.71
4497119_phase1,14,20,29.75
4497f8a4f675170180ab_phase1,4,4,5.85
44a392a01fa3e0181972_phase1,4,19,9.13
4504341_phase1,1,0,7.05
450d7da20daaba6d39d0_phase1,4,19,9.74
451a6685fddcf8ccdfc5_phase1,5,6,12.9
4522091_phase1,5,11,11.35
4524299_phase1,3,10,6.02
4524784_phase1,8,12,9.76
4534a3e2a1584afc314e7e040c79d60c_phase1,3,4,6.91
4543974_phase1,2,4,5.19
4546068_phase1,3,4,8.83
4547295_phase1,4,16,11.45
454964087739a449da04_phase1,2,5,6.59
4555097_phase1,4,5,12.04
4555911_phase1,11,16,24.17
455694506ee6595c92e4_phase1,8,43,14.82
4558903_phase1,2,7,6.36
4565147_phase1,2,4,5.13
4571292_phase1,2,4,6.33
4574656_phase1,3,3,6.69
4575855_phase1,1,5,4.41
4582282_phase1,2,11,6.29
4586359_phase1,3,4,8.36
4594879_phase1,6,8,10.53
4598017_phase1,2,3,6.66
4599814_phase1,2,4,8.07
45c1c820a8fa67d8e17e3079d6aa2a65_phase1,9,19,20.43
45c3d886c182a1ea26d5_phase1,4,12,12.18
45cb32dd5c1485e273ab81468e531f09_phase1,3,19,10.91
45ce9f33615a3b24c51f_phase1,2,2,6.22
4603234_phase1,5,9,11.36
4619865_phase1,6,9,10.64
4624820_phase1,7,11,16.74
4630017_phase1,3,5,7.14
4632416_phase1,3,6,6.63
4636851_phase1,2,9,5.48
4640256_phase1,3,7,5.02
4654376_phase1,2,7,4.54
4654813_phase1,2,7,3.51
4656144_phase1,2,6,14.41
465de1f5f66334c91a4c_phase1,4,7,10.77
4667205_phase1,3,3,6.15
4668212_phase1,2,6,6.17
4684561_phase1,4,5,10.45
4684752_phase1,3,3,8.87
46c9d4ed1ea43c3d916b_phase1,8,10,4.42
4700064_phase1,5,15,12.42
4707012_phase1,7,10,15.79
4707775_phase1,6,7,12.43
470c2ffcf1cde9b2a740f48015915e30_phase1,5,0,13.54
4712723_phase1,3,4,6.56
4713392_phase1,2,3,5.13
4716919_phase1,4,8,9.4
4718429_phase1,6,16,15.45
4724761_phase1,3,5,7.81
4727690_phase1,4,6,8.93
4727865_phase1,3,4,7.42
472922_phase1,3,8,7.53
4730736_phase1,4,5,4.51
4732233_phase1,4,4,8.3
4732790_phase1,3,7,8.38
4741790_phase1,4,6,8.06
4742296_phase1,6,13,7.42
4745061_phase1,2,2,5.43
4760272_phase1,4,6,10.91
47610e6462faba8781242cdb6218d83e_phase1,5,11,10.18
4761479_phase1,7,10,18.68
4776b4b2075bf9b7e512_phase1,3,4,7.52
477969_phase1,3,4,6.57
477a9dcd198439ef2def_phase1,5,13,5.74
478f9ba38afb1bf5f5613bfe46eb82ce_phase1,4,11,8.06
4792fc97f8a4094ac90d_phase1,2,3,7.0
47e1d07b136c316bfb33c880ca910e8c_phase1,4,5,11.0
48136d7a17387e7cf6c3_phase1,3,5,6.4
484009_phase1,8,18,18.38
485977_phase1,4,7,9.21
486793ad61db4c1dec9d_phase1,3,14,5.94
4882342eba2b57376ed1_phase1,3,8,9.93
4893d1a05df86afbc2cf_phase1,4,6,7.92
48b54ea4cbc7eb014308_phase1,5,6,9.83
48c5c0124ba4e162b2e3_phase1,6,11,10.71
48d35095a414580c055b_phase1,4,12,9.15
48d92d4153754aea4504_phase1,1,2,4.07
492713_phase1,4,12,8.79
492858_phase1,6,20,15.61
493065_phase1,2,2,3.56
4948282_phase1,3,4,8.42
4950253_phase1,5,5,9.39
4952342_phase1,2,3,4.38
4959534_phase1,2,8,5.4
4961824_phase1,2,2,4.25
4964727_phase1,4,6,8.52
4972374_phase1,6,7,12.23
4973958_phase1,3,5,7.27
4981937_phase1,2,5,6.08
4988673_phase1,6,10,10.09
4992092_phase1,4,13,10.02
4995154_phase1,3,4,6.55
4995164_phase1,5,5,6.0
4996449_phase1,5,8,11.9
49aca627205aebaa2be1811511dbc422_phase1,3,2,7.55
4a07818b8a21dd5c49013b9ed496cb70_phase1,2,8,9.21
4a3f8b0fee43d45646cf118bda4d202a_phase1,2,8,6.63
4a4e7e700c34c04160b93aa03a14861c_phase1,2,5,6.88
4a76e42f058ef7b467d9_phase1,1,8,3.74
4a89bf7c52500a1d7e7b_phase1,11,41,6.79
4abfb80b336a8a56c0a5_phase1,6,10,4.37
4aed548e606f11971f5a_phase1,3,10,7.94
4b2897a857a5ec91d9ea965d87b795c8_phase1,2,5,5.69
4b3c1a78b0104e52b2a1_phase1,6,10,13.74
4b5afb297b4b7c835e6f_phase1,2,7,5.75
4b79e30fad4ae8a50e2630fcfc4c8cfd_phase1,9,15,13.27
4b984557676d2d6c92a6_phase1,2,2,5.76
4ba8ae5459ca4a287d42af549a611792_phase1,3,6,7.64
4bbe165b19a2b0d457c6_phase1,5,10,11.13
4c10830640d325e0cab978bc18c6263a_phase1,3,7,6.45
4c223b8e2d72b0e35bde_phase1,1,5,3.98
4c2d4105ea2c7e407fb5_phase1,11,10,24.48
4c4323f90f74f079b50d9a689fa8a448_phase1,8,12,15.34
4c47dc94cc6054fe1398_phase1,2,3,6.11
4c528bb794449160e9f9a303b7b2dc23_phase1,4,8,8.94
4c59bb823a2c4cc886ae51deae9b23d5_phase1,2,3,8.62
4c5dc5b2b267b43bb4c399ca9115c3f8_phase1,4,1,7.08
4ca0c68878c6d978d067da4a36bcc71d_phase1,9,12,21.7
4cd70e9515ab722b2bce_phase1,12,15,20.07
4cfe3995013225d1d119_phase1,2,8,9.16
4d0f862d981d9bfc6b4f_phase1,6,8,15.87
4d3a1d7c49de414942b87d7f6ab1461c_phase1,7,17,16.86
4d7afed1dadb457bba977bd3757c1e29_phase1,3,10,8.69
4d834d429763e953a40c_phase1,5,6,13.36
4d859423b9dae1cf7471_phase1,9,17,17.03
4dc4e988baae35aa2ae810281b5297fa_phase1,4,7,8.25
4deac45790fa339b537a_phase1,5,8,12.19
4e24eb196dc377278fc51e517d81df63_phase1,1,0,5.61
4e5035242b8e4b07ff3a_phase1,2,0,7.11
4e958d673c51f1fe6f8f_phase1,5,6,9.1
4e97eb41e2b9a80cd5de_phase1,2,3,5.29
4eb4497f57e9f6fb78d14aef27fcc750_phase1,4,5,7.74
4ed43412878723491240814a0d5a6ed6_phase1,6,10,12.54
4ee0a712454480df5ee3_phase1,6,29,20.26
4efe2e28ffcba38aa242_phase1,5,8,10.74
4f0c1d94f5f164d67f40a4f1c8b0dc15_phase1,2,5,7.55
4f3a3b3c1828e6d781b624f378890cb0_phase1,2,17,7.41
4f4934893388f971c6c5_phase1,2,4,5.69
5001170_phase1,2,4,5.64
5002929_phase1,3,2,6.43
5008118_phase1,5,11,8.06
5015483_phase1,8,9,10.8
5017218_phase1,3,3,7.83
5022297_phase1,3,6,7.32
5028413_phase1,2,7,6.22
5029885_phase1,5,6,11.3
503106_phase1,2,4,6.32
5036719_phase1,3,5,6.44
5036f784eec2036252e1990da21eda18_phase1,3,21,8.29
504232_phase1,4,4,9.2
5043521_phase1,1,1,3.67
504768e05fda49a6e3338e798ae1cddd_phase1,2,12,5.24
5048588_phase1,5,7,9.58
5051911_phase1,2,3,7.28
5053686_phase1,2,5,6.93
5055971_phase1,4,5,9.6
5057356_phase1,5,8,10.92
5059989_phase1,5,9,9.2
5065738_phase1,23,35,14.06
5071300_phase1,7,15,13.12
5073235_phase1,2,2,5.07
5078476_phase1,6,12,17.15
5079405_phase1,6,6,12.96
507bcbf3e8cfdc5d3549_phase1,2,4,5.67
5088386_phase1,3,6,7.3
5090763_phase1,3,7,9.08
5091345_phase1,4,6,11.28
5091825_phase1,8,13,8.66
5097274_phase1,3,5,10.48
5099161_phase1,5,6,15.17
50abbd0ad3c16c5dee55_phase1,3,9,8.01
50ffa966dbb6a1296320705890fcb5cf_phase1,1,8,4.45
5104071_phase1,5,12,9.28
5106221_phase1,3,9,8.26
5108298_phase1,6,16,10.17
5108504_phase1,7,9,12.02
511440_phase1,2,10,6.04
5116241_phase1,5,7,4.07
5145500_phase1,7,13,13.82
5149802_phase1,5,7,12.8
5167728_phase1,3,10,6.19
51686_phase1,5,14,12.2
5170087_phase1,4,11,9.99
5177683_phase1,3,4,8.24
5181631_phase1,10,31,16.26
5182378_phase1,4,4,8.81
5182379_phase1,4,4,10.55
5189575_phase1,4,4,7.85
518b0c9564e500b4b50f_phase1,3,8,9.22
51934724e0896184a2340217b383af73_phase1,3,4,3.15
51edd66425998e5fca37_phase1,10,19,16.84
5201689_phase1,4,7,10.39
5208296_phase1,2,5,6.95
5209228_phase1,5,6,13.22
520a2c13f358b3689d00a3c88b34e0c6_phase1,23,20,21.75
5213fabf2bcb943efc82f00959b91163_phase1,5,2,9.88
5215968_phase1,6,15,13.6
5225027_phase1,3,9,8.45
5232301_phase1,9,22,22.47
5237007_phase1,8,12,18.79
5237011_phase1,13,24,17.13
5237529_phase1,2,6,4.17
5241369_phase1,3,13,9.32
5263533_phase1,3,4,6.92
5263bc6284c4dbe79951_phase1,3,10,8.28
5264046_phase1,3,3,9.17
5267494_phase1,2,3,6.35
5269514_phase1,7,12,13.25
5284646_phase1,11,21,26.55
5287589_phase1,5,8,10.93
5289693_phase1,3,4,7.17
528d816d035f2deaaca1_phase1,2,2,6.13
5292f95000e409e239b9dc973295327a_phase1,2,20,5.5
5297676_phase1,10,37,7.77
5297697_phase1,2,7,3.57
529816_phase1,2,4,6.69
52bba57f724e38229da9d85fbc85b673_phase1,2,11,8.63
52ec27e3010a3fd852e1d0d6e2ab5180_phase1,2,8,12.0
5301ff823bef4b5eae52_phase1,5,7,13.14
5303446_phase1,3,4,13.38
5305895_phase1,1,11,5.04
5307284_phase1,2,5,8.98
530c20924768ce180923_phase1,2,3,6.77
5310037_phase1,7,25,12.84
5316196_phase1,2,5,6.44
5326230_phase1,4,3,9.37
5326379_phase1,3,4,6.81
5328738_phase1,3,7,7.26
5329310_phase1,5,15,12.49
5330231_phase1,2,3,6.34
5330566_phase1,3,11,8.4
5338905_phase1,2,6,5.26
5344084_phase1,7,4,18.35
5352608_phase1,2,3,5.03
5355925_phase1,3,8,9.2
5356796_phase1,2,3,11.69
5358040_phase1,1,3,4.68
535acf4c62ee2a71da498281c2dfc4f4_phase1,18,30,8.01
5372873_phase1,2,2,4.68
5377033_phase1,4,5,8.97
5378938_phase1,7,16,6.25
5380169_phase1,2,5,3.73
