Project Name,Number of Packages,Number of APIs,Time Taken (seconds)
8e4bea946ab9c05347fe_phase1,2,6,6.74
8e7ab6fe8ad6d903aa0c_phase1,4,7,8.38
8f07d0bfadffd40fcf40cd49cb77382d_phase1,8,21,22.0
8f3b0a678011ac74c61b_phase1,8,10,16.18
8f6667310a94f0c18bda10a1d5ff578c_phase1,1,5,4.49
8f9980999ed43246b9b2_phase1,12,13,24.66
8fa6b37265d5394dd7a4_phase1,2,6,6.11
8fdb62f7094e6a9829f2_phase1,3,5,8.67
8ff161505721b6c4ab25ccfe7996fd1a_phase1,9,30,16.99
8ff8e31ee1a2a9585a5a_phase1,6,9,14.78
9000222_phase1,10,11,22.38
900514_phase1,5,8,9.99
9012444_phase1,5,7,13.03
9026148_phase1,8,13,14.59
9040475_phase1,3,7,8.15
905137_phase1,6,10,11.9
905380_phase1,8,15,14.84
9056ad6e642b814090829edffb4ffd27_phase1,7,8,16.26
9089444_phase1,3,3,11.81
908a8f99ea5c98cedb4aaf71c7a3324f_phase1,5,5,12.94
908ef5f4fa162f15b3b8_phase1,5,8,9.3
9090456_phase1,7,12,9.67
9098744_phase1,6,22,16.28
90a6d0f6789e15c38e97_phase1,2,12,6.58
90fe4a3bc0caa582fc563ec503e5444c_phase1,4,9,6.47
910392_phase1,2,3,5.59
910726_phase1,3,4,7.08
9132441_phase1,3,4,6.53
91334d590b6592c0c960_phase1,4,9,9.35
915335_phase1,4,5,11.12
918751_phase1,3,10,8.48
918d4ad7c931bc14b475008c00aa09f1_phase1,3,6,3.41
9218791_phase1,4,10,10.11
9218f99ba35da225ca11_phase1,13,9,16.46
9220847_phase1,4,10,9.76
9228580_phase1,3,5,7.86
922973_phase1,2,5,4.61
925008_phase1,4,10,8.13
925270_phase1,2,3,4.69
9270848_phase1,4,7,6.96
92a2d05dd772778f86f2_phase1,2,5,6.21
92e65a8919b11d9310b32b194b09741c_phase1,3,8,8.79
9301467_phase1,5,6,12.04
930276_phase1,2,3,6.66
931406_phase1,4,10,8.87
9316552_phase1,3,15,8.72
931984_phase1,5,3,6.52
931b0194242fca0e234e_phase1,1,4,4.67
932345_phase1,3,8,9.42
9335869_phase1,4,5,1.57
9343730_phase1,4,5,10.99
9345872_phase1,6,15,14.69
934a8308a4ec09e2e0756a313a915622_phase1,8,10,17.44
9358479_phase1,7,10,14.7
9372073_phase1,3,5,5.24
937534_phase1,6,11,15.98
9378601_phase1,2,3,5.21
939252_phase1,5,8,10.22
9395cd6d36c7ac3be2d1_phase1,6,8,12.47
9396204419c7b638d38f_phase1,3,3,8.86
9397410_phase1,2,2,4.19
93e0ba46f0fa6faf660d_phase1,5,6,10.26
944049_phase1,2,5,7.41
94412c4808421acbd1d0_phase1,11,18,21.68
944439a04546f4c02cb9_phase1,3,17,9.26
94456_phase1,2,4,1.63
945093_phase1,4,5,8.82
946582_phase1,4,10,8.18
946c4d9aa7a74828bc12_phase1,4,8,9.66
9481236_phase1,2,3,5.45
9497761_phase1,2,3,4.3
949ba045d1471c03ae7c_phase1,6,13,17.72
94a400a7bce6f8cfc9e7eff87270c9e9_phase1,2,8,5.16
94d747fe5180851196eb_phase1,2,2,1.48
94e623123f20566d158569a2ef3b25a2_phase1,2,5,6.05
9502024_phase1,3,11,7.17
9507070_phase1,4,9,11.46
950bbb9d9d4014d893e5_phase1,3,9,8.6
9542707_phase1,4,4,8.24
9574251b3c7eefccd84fc38905110ce4_phase1,7,7,15.5
95a2a749ceb47ad4eb1ff6d1f8d73c5c_phase1,4,12,10.42
95c61c9a1501ada2a6c5_phase1,4,10,12.07
95c66d564c58361ecf9f_phase1,2,2,4.43
95f97485ada5b47693ca_phase1,6,5,9.66
964472_phase1,3,4,13.2
964622_phase1,6,7,5.45
9646279d220994222845_phase1,2,5,6.83
9649532644540b5b798308f66699ef67_phase1,2,5,7.21
9655195_phase1,5,16,11.82
966387_phase1,5,8,12.39
9667052_phase1,3,4,7.99
9670681_phase1,2,4,6.98
967274_phase1,10,14,25.21
9673839_phase1,7,19,14.89
9674216_phase1,3,12,5.92
9676416_phase1,6,19,17.8
9679647_phase1,9,22,18.22
9680901_phase1,5,8,11.81
9683c333e73a82379b8e377eb2e6fc41_phase1,6,23,12.37
968909_phase1,5,4,11.04
969ea467e870b68963f3_phase1,3,3,4.2
96a329f6d12f17b4760373b1cf3b92e9_phase1,9,11,22.34
96ec9b3c5df60a07b216_phase1,4,8,9.97
9709984_phase1,4,4,8.34
9716578_phase1,3,9,8.58
9722045_phase1,3,6,1.46
97256_phase1,6,9,13.55
9747287_phase1,7,17,21.8
9750796_phase1,4,5,10.33
9763549_phase1,1,1,3.39
9768713_phase1,4,2,7.0
9771f75e3f16ba5daafb_phase1,2,3,6.35
9773143_phase1,3,9,7.82
977777_phase1,2,8,4.4
9797a9ce8ad97de6e326afc7c9894965_phase1,5,8,11.02
97a1b2b7f954246886de_phase1,2,4,6.88
97cffbea574a5890f0d7_phase1,5,7,10.28
97d0fb82c3894f56809a_phase1,4,4,9.49
9822570_phase1,4,13,12.49
982ce339d5f8c9a769a0_phase1,3,6,8.29
9842903_phase1,3,3,6.87
984892_phase1,5,6,7.13
9874480_phase1,13,19,23.63
9875439_phase1,5,17,11.27
9875468_phase1,3,15,7.7
989074_phase1,5,6,8.8
98a38b54f889fce2b237_phase1,2,4,7.17
98b4d7288a2ee7b1319a8ff71d3e2c7b_phase1,7,11,7.81
98b59370a1d171817edb_phase1,3,11,8.62
98b7edca1b29c949fcf1_phase1,3,15,9.27
9901745_phase1,3,4,7.64
990d3653c5803927cbb6_phase1,2,12,3.83
9927923_phase1,3,8,8.84
994260_phase1,2,2,5.51
99442e1294a6c83368f5_phase1,5,11,12.94
9947556_phase1,12,20,20.15
9951701907ed328218dd_phase1,3,4,7.66
9952389_phase1,5,8,11.26
9956ec93a07ca4e9ba5bc415b014bcca_phase1,7,10,16.04
996771_phase1,4,24,9.88
9985307_phase1,3,4,2.61
998722_phase1,11,11,17.05
999228_phase1,6,12,18.82
99b7fb8ff89104d30eab_phase1,3,9,6.51
99e1ad329383de04be4834a8c3e28c0d_phase1,7,12,13.26
99f7f921b512496a9563691e15d846b2_phase1,2,19,6.95
9a632bbb0acb445f4f3a_phase1,7,9,10.2
9ad6a265aac887fa26c1_phase1,5,9,8.15
9b1e305543f6fcc9318a_phase1,2,3,6.31
9b7787a607a5a676c6d8_phase1,2,7,6.4
9bb9eaea2523cd2144cf959f48a14194_phase1,2,5,7.42
9bde6d0985bd71b103d3_phase1,2,5,6.21
9be3d2aa4930ecd8e536_phase1,2,1,1.69
9c1614281797ce620c6069476d39c7b8_phase1,6,9,11.27
9c411d2b88eab4232cc66a9c7f6988fc_phase1,2,5,5.57
9c4d012d6fff059ccea7_phase1,5,11,11.0
9cba618eacedc68c656b_phase1,7,11,14.04
9cc23ce7c1e5c9e4379e_phase1,5,17,7.96
9cfd4d8400961a3b67a1351a1851c869_phase1,4,12,11.06
9d0bf77bf070262ab3cddfc4b79d031b_phase1,7,14,15.61
9d39e1868e220e02cb58_phase1,2,6,6.18
9d4ea9b04b223de02c7a_phase1,4,9,12.15
9dad6c4ab0d8d7dbf3dc_phase1,4,12,8.58
9dcd642059214d81b3ef_phase1,10,19,26.74
9e1f7cf4945a608ae48a_phase1,4,4,8.67
9e30b2f908e801da1bd789f4ce3e7aac_phase1,3,14,9.46
9e990f56dabe27b42bfb_phase1,10,15,15.8
9ea0e4feb62a45acffee_phase1,2,2,5.39
9ed6ee8a55ff1587c08c793d5f23dfda_phase1,4,14,12.39
9f1793c4d1f466d3b58966da36b54fad_phase1,4,5,10.72
9f2d7da68779a17a0890_phase1,7,15,11.16
9f49f91bd7d0a527fdb5_phase1,12,18,25.7
9f6118ff84867e89f3348707c7a1271f_phase1,4,5,9.11
9f782f83e25d3c9eb202_phase1,6,9,12.8
9fbbf2f450779bde60c3_phase1,3,8,11.06
9fd4304148b398983b3c_phase1,3,7,8.22
9fffe8ba08e378e3d027610921c51a78_phase1,6,20,20.1
a003ace716c278ab87669f2fbd37727b_phase1,3,5,8.78
a027a9fc5aac66e6a382_phase1,2,8,5.79
a05a9ed37a3096cffef80bdc7fee31bc_phase1,1,2,3.9
a06477775f18c11b4517_phase1,7,14,15.14
a08221826c6f20ac47fe688e575e51ca_phase1,5,8,10.39
a0a5dd7bfcaac3d3e9c18e5ea1080b95_phase1,2,5,6.93
a1178bf10729a27184b1_phase1,4,21,10.77
a14e56ab945cd7e64c3b_phase1,4,6,8.49
a16749ee76941e8d86c8_phase1,6,10,7.32
a2b9c6ecdb24ca8fd6f4f41a9c0eb32e_phase1,7,10,13.48
a303721443f5eb46035e_phase1,1,3,4.4
a3dd4a35ecd94660411112999923d561_phase1,7,13,13.76
a400d6c20a52f0b3cd5415e833263b1f_phase1,5,5,8.42
a428ef783211b0ffdee1_phase1,2,2,7.31
a430d460966d64edc6cad71c502d7005_phase1,4,9,10.09
a4533e0adebe57e3ed06d4b50c8419ae_phase1,3,6,7.32
a48b50e46f01dc7ac96d_phase1,8,13,18.43
a48feaecfdb9e0609c6a02590fd1f91b_phase1,2,9,6.05
a4cfdc19144e7bd634a8_phase1,5,11,10.83
a52b036424bd9975d719f224ca8cc8d5_phase1,2,2,4.49
a536bfa68b066c6fd593_phase1,2,4,4.54
a5407ce6b5061525e7f2_phase1,2,3,6.16
a54e7e182ddf564f6a5c1fe50db556a2_phase1,3,9,9.85
a56421d26afb1f728a2b5959ce1c4486_phase1,2,5,4.38
a56d5446416f5ad2bbac_phase1,6,27,13.41
a5808fe356b8da031837_phase1,1,1,3.54
a5af977340c1c452d2d0_phase1,2,4,4.21
a5b640e4368204426310_phase1,4,6,10.89
a5f57e8c9d0aedee285fb6f43cb5900c_phase1,3,8,7.89
a5fb23f096d7b0c3880e1622938d0901_phase1,5,6,11.25
a61918cbfae993b68eb17b5b780b7e32_phase1,2,5,12.35
a62b5cf5262fc7179dee_phase1,6,7,15.33
a64321dd69339c42a184_phase1,6,8,23.69
a67517621c2a9d4c2f14_phase1,3,3,9.28
a682299af39b76d8592f_phase1,2,5,10.55
a68d6f32f4985ed547ce_phase1,5,9,9.6
a6a32bd87fdfe5529f0e908ed743f779_phase1,3,5,6.37
a7733a15cbf6c0cd9fba_phase1,5,7,14.08
a7c41b072cfa4cc2c592_phase1,1,0,5.96
a8332d2b6dc517accedbff8fd8e63b08_phase1,3,4,8.22
a86b412988cbf5216aa5c48b1cf439c4_phase1,7,11,11.69
a8c96f1aeb41393dadf6_phase1,4,7,8.88
a8ddb994df41583b64f8_phase1,4,8,8.23
a8f87b0d95e73eb482c5_phase1,4,11,7.91
a9de2ef498a09747bbf673ddf6ea4843_phase1,2,17,6.24
a9f0b1ca7e98391a5067_phase1,2,4,4.5
aa3d19a12b74e9ab7941_phase1,3,10,8.4
aa46105d34349543582b177ae79f32f0_phase1,7,10,14.9
aa64ddf6109414291030_phase1,4,6,10.59
aa8713d4334036bcb0060ff73dba54c4_phase1,4,5,10.87
aad88d51001ea83ecfc6_phase1,2,5,7.03
aad8a37114825b0ce1a5bc48bf5f3cac_phase1,2,2,3.93
ab136dbfb97f8ee1d309_phase1,2,3,4.81
ab2e34dc58c8c2d0f2e15f25b528dc19_phase1,3,11,9.74
abb8a2f22adbdb6d387f_phase1,2,3,5.8
abca49bf36433fd1f9d1_phase1,2,5,2.91
ac5987161bc27048e1da48e40299468b_phase1,6,24,15.82
ac5f50d1409954c38681353fb6c6921b_phase1,3,7,12.6
ac8f22326f095ed2690e_phase1,2,2,4.13
ac9170132e5abfc5381353428e70f1d9_phase1,2,3,5.69
ac9be1abd2bebe9ad8da5c645a1d0b5e_phase1,3,4,9.59
acaaf10e9649bfd1863b_phase1,2,3,3.8
acbd669af86ecb8f988325084ba7a749_phase1,3,14,8.76
ad16c57cf48eb95a4b63_phase1,6,9,12.73
ad575cee6bb503d4d193da355d70d3e9_phase1,4,6,1.59
ad7eda38c797dfddc394_phase1,9,12,16.41
ae2a7adaab133c61a059_phase1,2,5,6.56
aea4329b760eb3e72f4d_phase1,3,6,7.12
aecb82d8b51e991dbd01_phase1,3,16,6.72
af466b8d32d7cd4954f1_phase1,7,13,11.73
afb129122a64bde3bd0c_phase1,5,14,13.16
b02bac4b48f780bee77b_phase1,2,5,6.18
b09f45e112b226b97a36_phase1,5,8,12.6
b0a882f844e188c78358_phase1,5,5,10.92
b0c075cfde406280cbf7_phase1,2,6,5.37
b0e95087771dbefa386f_phase1,3,6,8.29
b0eae211db963fe56c0c55773e6a16c0_phase1,5,7,13.34
b18ce332bde37e156034e5d3f60f8a23_phase1,3,10,7.73
b19bb35f5484af5d7622_phase1,4,8,10.56
b1d181802fac750f0cc1_phase1,2,3,7.06
b1ef03dd21e7a3016161_phase1,6,12,11.77
b205bdf830c9f81e5fb6_phase1,5,7,10.48
b26bc0333cc18660d07baeb923ce9021_phase1,7,171,21.9
b26db61d8bde30b8a88451615105da7a_phase1,5,14,14.53
b27cdbff68870418bdb8cefa86a2d558_phase1,6,8,11.22
b2af7d980eb217a0af07_phase1,7,14,10.76
b3143dde185cecda7c1dee7ffbce5d2c_phase1,2,5,5.68
b3e6f9b5d95af8ba2cc46f2ba6eae5e2_phase1,3,4,8.16
b3f8ab944a85b33e694de21c6ded029e_phase1,2,7,7.18
b45983f227f1e4fbea65b6e06abfdecc_phase1,2,4,6.45
b45d21224c4ea16bf4a72e2a03f741af_phase1,2,4,6.08
b46119196c75d6ef20ff_phase1,2,9,5.64
b470324dc5c81cef8ae24fd1d3fd4e59_phase1,1,19,4.38
b48d48fc1b6eb080412129e596ab2193_phase1,2,4,8.78
b492a548aa342ce0badfe1eed86ea5a4_phase1,4,20,10.46
b493a228c4081ff0260b_phase1,3,4,6.54
b4a0aed67fc0da6b02434a5c2cef45c4_phase1,5,8,10.43
b4afaf9648ec986928a9_phase1,10,10,19.88
b4ea0034839ccbc2aa03_phase1,2,2,4.44
b53cc1e0482411e4b53d74bd12a485c1_phase1,2,2,5.86
b55de7edbcbc1ad46a28a0975c01a5cf_phase1,2,5,6.06
b5952c36b36b877adcb0495163678675_phase1,3,3,4.15
b59679e31dbdb01064d6bceb827ed88b_phase1,3,12,8.24
b5b2c4be45437992df58a7dd13dbafa7_phase1,2,1,5.42
b5d44b5c06172733d9edda4bcf9326b2_phase1,2,8,6.75
b6e374d172bbe3e6130f6849e7bd6c13_phase1,10,12,18.54
b71ed0e977e6d345bcb8_phase1,1,3,5.88
b72585771a9f606ad800_phase1,4,5,8.93
b76261844db0255899ba857838a7c201_phase1,2,4,5.14
b7beba6f962110596660_phase1,4,5,6.53
b8240ea53d22e1bb4d32_phase1,7,9,18.63
b82d70b0d581dc4609e4_phase1,5,8,10.88
b8462a8a1cb69f55d8356cbb0f3a4d63_phase1,5,9,12.02
b85fcfd4a0479810e6aa_phase1,3,14,11.52
b87ffb502890909aea2eb449643d5bc7_phase1,4,7,8.03
b8a7b7be344e447e7ee6625fe2fdd765_phase1,5,21,12.15
b9309cdd7d5adc3b4b70_phase1,2,4,7.81
b95cb69fd1c82ca4c2ff_phase1,6,11,14.65
b9768b4eefe679c988ce_phase1,7,8,17.2
b9bc61a74e7cadeb1fec_phase1,5,15,10.24
b9df49cfc1540bc8b896_phase1,2,3,7.06
ba235b7e90aafb9986158697a457a0d0_phase1,2,3,9.68
badd18a84b236c9e6c34057512cb569a_phase1,6,13,14.9
baf42b089d71b94fd229_phase1,3,6,7.94
bb160e63686f517c93a937f46714dd03_phase1,3,3,12.4
bb61c15139bff338cb17_phase1,2,2,3.62
bb85da3aa563b747151e_phase1,6,8,10.33
bba5c2ba3000010ca049d6f96f5d2f27_phase1,4,14,8.93
bbfa863f3fe4bb2163d94394d7b60899_phase1,6,10,14.74
bbfc1f0b9d003bf08b26_phase1,2,5,6.49
bc901de8b7e59cbeb190_phase1,6,7,12.02
bca0daa0c3ca0ddb2c70_phase1,3,14,9.89
bcc376fb336b73f24b29_phase1,3,9,9.24
bcd8b4002b6cbf77dd89_phase1,6,9,13.68
bce98c5c1688fc833475_phase1,7,11,13.42
bd0940f7988774e2822d_phase1,4,13,11.17
bd2d6c2271e42ed97b97_phase1,3,5,9.25
bd57b54a5c6903e4a6a2_phase1,3,9,9.19
be6123c7ee3b366e333a_phase1,4,9,8.85
be7e84c9d61c4869e981_phase1,3,20,9.55
bf576ee091e75071bc66_phase1,2,3,6.07
bfb45408d43986eefdf83b59bc9e8629_phase1,9,14,20.67
bfc2099235ac96937f34_phase1,4,31,10.97
c01b65369b71c35431c8_phase1,2,4,4.4
c063bddb9b8d17a037695d748db4f592_phase1,4,6,9.2
c078cabc0a48f2570028bff397a9e154_phase1,2,8,7.22
c0fdb29ddf0d338bcbd021b68f5bea51_phase1,1,4,4.45
c12be33cdcd9a86f20a2_phase1,2,3,6.36
c18130768ac0ef0345947c5aa0827b65_phase1,3,3,8.08
c18bfe4fd96008ffa0aef25001a2e88f_phase1,4,8,9.34
c1adfdb0f526465c99409cc143dea97b_phase1,2,2,5.33
c211c1af232974f00564_phase1,6,7,14.54
c233b0d25c5fbe008d9477bc1b2d234c_phase1,3,13,14.05
c26b2dd5c2bdeaf6d7479a68bd7023bb_phase1,4,8,10.54
c28329f12711a914c7a8cbe6eeb947c0_phase1,8,8,9.36
c2b2943ead94c200574a_phase1,2,5,12.11
c2cf8d8aee3eb70668bd_phase1,20,30,40.32
c2d24fe340a7f3cf76d2_phase1,3,7,7.58
c2dfe5772ba3cd16c1be17ba42b7db66_phase1,2,6,4.98
c3124826a3c49ddda6999acb40ad2c27_phase1,4,13,8.83
c344f114e1579a29e163_phase1,4,5,9.56
c362f0ad488e3b289394_phase1,2,5,6.14
c3a540563e0774489ceafb3156b318a2_phase1,9,11,18.4
c3c474a04d7c0cd8ddeb_phase1,5,11,10.2
c42d76db2ad2e87a5086_phase1,4,7,3.29
c4329fa17f1b3f287341_phase1,2,5,6.1
c47824c116e6a61a56d9_phase1,3,8,8.53
c4806c504e46e8cdb00a_phase1,7,9,13.93
c503014bbb03088bec37a61231036461_phase1,2,6,1.46
c577716bd2f15b9ca330b15443e8bfbe_phase1,6,11,14.31
c591cab03c66780b18d5_phase1,5,9,14.57
c5af642cf217971d93f499e8f70fcb72_phase1,5,15,12.0
c5afa16b07747b113808_phase1,1,8,4.25
c5ead2b72b2be03eb0ca_phase1,1,3,3.87
c613bd0fad5de00bab2e_phase1,6,17,18.87
c648d753e7d0176ff172_phase1,1,1,3.59
c6936d219db8e6635d25_phase1,2,5,5.5
c6b3e4d47d933b057aab32c9c29c4221_phase1,2,5,6.5
c70fb69eef42d40bed06_phase1,3,5,5.75
c71f241125ed879d4af7_phase1,4,7,10.59
c781881856b30cacef36_phase1,4,7,9.09
c7a2333c227e24226808_phase1,2,3,6.16
c7a37230842f82fc51eaecf855fbf7ab_phase1,3,5,8.29
c7dd1262bd81a32663f0_phase1,3,8,6.85
c7e9a91256c9c5db1676aa3c240531cf_phase1,9,5,7.15
c7ec9a30052127c7a1ad169eeb83f159_phase1,2,11,5.5
c80e24454ee353d3c123_phase1,9,19,19.68
c84643e4d13818fc5a35a8de888126bb_phase1,3,4,9.09
c87011a445135417c114960bbc187618_phase1,4,7,9.74
c87cc706625b8a54e604fb1024106556_phase1,4,14,8.62
c8a451502958fa367d84bf038081ee4b_phase1,2,12,10.02
c8b3fb31c1552ecbaafb_phase1,3,6,8.5
c8d1caabaf7b43317bc8825c226045d2_phase1,3,11,9.55
c8e62ef8cb9515d64df4_phase1,6,16,14.25
c8eb9d0938584a277f90_phase1,3,6,6.69
c91859ed22e4dda11d36_phase1,4,5,10.43
c92066d9d38b236a21d5a7b729a10f12_phase1,3,20,1.66
c9248a239bbab0e0d42e_phase1,3,5,7.8
c943835a9742f5021eeb_phase1,3,8,9.32
c9792757a9fc02d01408bf30855d412f_phase1,8,14,11.87
c97fe158082000ae06ad624527433de6_phase1,6,28,14.93
c9f42c81c53b276b6560_phase1,2,3,6.91
ca6ed07e5c8017272701_phase1,2,2,4.1
ca851e39229551208c0d_phase1,2,5,4.82
ca8f71e38ad12ff157b34d5425d50ec7_phase1,2,4,4.15
ca92b42f1f796763e5d1f8cd73247a30_phase1,7,19,22.42
caaf6087162f1c6361571ee489da260f_phase1,5,14,10.75
cad6d3d223fc8d769227_phase1,2,4,6.22
cadedd0dd0d4c966462b_phase1,4,11,14.82
caeb0a6dc89d9e7ec48d_phase1,2,7,6.54
cb0833a03a7d30c6d6e0_phase1,2,10,5.04
cb2b90523c592abe7ae4_phase1,6,13,18.32
cb5a28fa8d4db3fc1ba51894663c1aed_phase1,6,8,12.03
cb5d8157a8fa5a4a046e_phase1,5,6,12.69
cc0ac48d34860c5bb3f9112f4d9a0300_phase1,1,0,108.14
cc3c187172ac848bd896ecb2b812dc51_phase1,10,12,16.1
cc63e6aa9a88ea6e901f_phase1,2,4,5.81
cc704ba2a96e4a319e9e_phase1,8,11,18.14
cc8647960afeb2c15a6061d7ab7e594e_phase1,5,6,9.25
cd72af254e50e01ae763_phase1,10,22,27.04
cd9a1a7c969c06eaae8b_phase1,2,5,10.01
cdf79835a0e30a9cbdeaaf2eb4151077_phase1,1,2,2.07
ce5ebb37390ab0ae56c9e6e80128fdc2_phase1,5,10,10.75
ce648166902041fbc613_phase1,4,11,8.44
cf2b4e56fe28835c3ceb_phase1,3,3,7.33
cf4b324f8955bc56ce0ff9399d9fdea6_phase1,8,10,15.24
cfaad5763fb7471aed85_phase1,4,7,9.12
cfc9f059459cfefd1f61134b48291436_phase1,3,3,8.08
d039e69e97afbf1b863b_phase1,2,9,8.18
d03a49767c7c307be5ed_phase1,5,5,11.1
d049a307a271052dc740_phase1,5,7,10.24
d0bb1f94cda69a5e7c96d1742cc5adca_phase1,3,8,8.24
d100a028027c5a6b8340_phase1,3,8,8.67
d11c77c5565482e965d1919291044470_phase1,4,9,9.41
d1351610477840bbbb72_phase1,6,16,15.31
d14e424540faedb3ea88_phase1,2,2,6.13
d1899f011ae41b26fb6e_phase1,3,9,6.81
d1af2b73d38fbceee5c848fc9cf641ce_phase1,4,6,7.79
d29d079100f8d81b905e_phase1,5,6,10.31
d2c38170d4beceeb32dc_phase1,3,11,7.61
d37ab1524a7d5e373ee5a2a0176ebd22_phase1,6,10,15.68
d3bf8d7a1867aed16d30_phase1,6,24,9.25
d3d4123985ffea996781_phase1,2,4,3.92
d4175526801c6e7bddee_phase1,2,4,9.99
d44132ae3bdcc0ca96a9f9f84d6d3463_phase1,4,29,8.26
d44fde5d323473ce8be7_phase1,3,6,13.4
d45259ce3f8e4c226846d2f31bf719f5_phase1,2,9,8.2
d49f6fd44b9e690a6ac5_phase1,3,8,7.76
d4d90bc5b8fb9a56fa2d4f2383a2eda7_phase1,4,4,9.39
d4fc31bc09e8b0756569a416aede330b_phase1,2,5,6.46
d4ffebb452fe738b8aaa8005fc08a068_phase1,3,8,10.14
d52d9ba44541fabaf4b012f4e62d675b_phase1,7,12,12.98
d592394c0cedd32513f8fbb87ca05938_phase1,2,12,6.34
d5da6f4b29a844a5865a_phase1,5,4,4.37
d64234a093e223e319d2d7a104d4b85e_phase1,2,3,4.23
d6428881f451097f329e_phase1,6,13,10.42
d68467b87bc50e04c41e_phase1,8,11,18.16
d692487c9ed35938da376f3b58d91206_phase1,3,10,9.94
d6aa922505c4e5f21f2f_phase1,4,9,12.35
d6cd0fb8c85e1547c3c60f95f5b2d5e1_phase1,3,3,4.28
d6cdb809115ecf46d5fea5a458c4dada_phase1,4,7,10.68
d6eb474543c32eb33504_phase1,6,7,13.89
d710f2751428975448a4_phase1,1,8,5.96
d85b17e6e13fd8dcad7cf51d1c6b3a1c_phase1,6,8,14.74
d883c3fe1402c7ced6fc_phase1,5,25,13.87
d887f01c563a60554360bb5ae07cd1b0_phase1,6,20,22.53
d8e8d65d0418886c47d0_phase1,4,5,7.06
d91a0983140acbb8bc6455f58cbf45cb_phase1,7,9,10.05
d97eb37da84ce7329de6_phase1,3,11,9.02
d9ef555fb7ef5498c709_phase1,4,5,9.93
da0ebd94c1c1fcf7ef6f3cd3f1f6fb9c_phase1,5,6,9.42
da582d745fa2bf0ddd8f5f7480042291_phase1,3,22,8.31
da6c11fad0fc1966aa057e62bacccb2d_phase1,3,8,17.44
daef0b34ec5af6f026af52d593131c64_phase1,2,7,5.96
db030013e981c46acb2886060dde607e_phase1,12,14,23.79
db051ab5105c5af5401aa5ef8739ada9_phase1,2,4,4.51
db5ec4ce7c1dbaae4707_phase1,6,7,15.52
db709c8c1279348e0638_phase1,2,4,6.93
db7b6db7035dd48e5902_phase1,5,6,10.7
db972e738cfacdf8055f_phase1,3,15,7.29
dbb593a597acb2c0b93b_phase1,3,4,5.87
dbec2584e7508cbfc79e_phase1,2,5,6.67
dc176cdb29efd826e8c748e7f96933f0_phase1,5,15,11.07
dc3257b6a44da3d8fd05_phase1,2,5,6.79
dc36e180d1888629cf33_phase1,3,7,9.39
dc61c42aa4e89e139cd8248f59af6b3e_phase1,4,5,4.53
dc673da0c531c7a6059b_phase1,2,2,1.63
dccc1c4fdcf1c7a31757168b19c827a7_phase1,2,6,6.85
dd1538665994b48972a62966b4369354_phase1,4,12,11.51
dde829f94a8f83bfa922090102449fde_phase1,5,10,8.74
ddf6aaa6b3d37f602fedfd38c9af9d49_phase1,10,15,15.82
de1383080e9f8fb7d208_phase1,1,4,6.68
de1726bfc7330b2c9b2a_phase1,2,2,6.77
de22705b5f7ef778806b_phase1,3,3,8.72
de261e66949009f44ad2_phase1,2,7,6.5
de3ab9cb8bb4b7719571_phase1,2,4,6.25
de546cb143ebae4a489a482a05ab4beb_phase1,6,9,14.03
dedc857cdc0e680dfb1be99762990c9c_phase1,2,5,8.57
df0b30453338946e639449710862822d_phase1,5,8,12.78
df47cd6aea9eeac153ff_phase1,4,8,8.89
df919538bcef391bc89f_phase1,5,7,9.59
df9ad5ef01d16c02d68d9a8c17c75b73_phase1,4,5,11.94
dfca335e370a2bc3bc79876e6270099e_phase1,6,8,16.87
dfd7eb0ce2915d004367_phase1,6,8,17.87
dffb8de093502b153e85_phase1,2,11,6.48
e0defc252f665b2b51e8_phase1,19,23,33.58
e11b546d6ba9ebc2b604_phase1,4,7,7.78
e196107b5e0afc834652bd3153030c42_phase1,2,5,5.98
e1b58ad5ff33c697ae83d83fdbab76e4_phase1,5,7,13.45
e1e011652b297d13b3ac3f99fd11b2bc_phase1,6,9,18.75
e223622e255bd5b8c9130407397a0494_phase1,4,9,10.57
e28813c1e8721830ff9c_phase1,2,5,6.93
e294562759ff2755486e_phase1,6,9,15.1
e2af6270cc9563cca197_phase1,5,6,10.69
e2ef822c744357a4ed16ec0c885100a3_phase1,4,9,9.04
e3433ebba20c92b63111_phase1,12,16,25.86
e3556f0089e89970bf9b_phase1,2,5,6.15
e37887e81cee51ab2dc70d16780ae942_phase1,2,8,6.65
e37a85fb0258b045c005ca3db9cbc7f6_phase1,8,11,14.61
e38e0588bf6d8f32e99d_phase1,3,7,7.97
e3a91e46df24e0c24eb656c89373c20d_phase1,4,6,11.86
e3b59913d71d82a03eda_phase1,3,6,9.43
e41abdd59c5308eacf84_phase1,3,4,8.72
e4907ccc9f6c1bb49b17_phase1,4,4,9.41
e522b44a1dc7d3a388d4386d416747f5_phase1,3,5,10.0
e530dc9767d8f83c08f3582c71a5cbc8_phase1,4,11,10.35
e53a70f9e5c3f55852b0_phase1,2,12,6.24
e542b181be28d168ba177c9b8e3787b6_phase1,5,10,18.57
e5fe0a832872c2b1cebe473c7cf6fb07_phase1,6,9,14.74
e61631ea83c958befa5db92f8bde527d_phase1,3,4,7.54
e625e7ba482efdb670501cf401a2b6e9_phase1,2,13,6.79
